startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,deal_year,deal_month,sector_clean,round_clean,city_clean,sector_final,sector_clean_old
UrbanSolutions,FoodTech,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Pre-Series A,142000,2023-02-12,2023,2,Foodtech,Seed/Angel,Hyderabad,Foodtech,Foodtech
FinSense,Enterprise,Security,Hyderabad,Zodius Capital,Series A,2326000,2020-03-27,2020,3,SaaS/Enterprise,Series A,Hyderabad,SaaS/Enterprise,SaaS/Enterprise
Oyo,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,125000,2024-06-08,2024,6,Other,Seed/Angel,Kolkata,Other,Other
Delhivery,RealEstate,Rental Tech,Kolkata,Kalaari Capital,Seed,778000,2023-09-25,2023,9,Proptech,Seed/Angel,Kolkata,Proptech,Proptech
NeoLabs,RealEstate,PropTech,Bengaluru,"Tiger Global, Tiger Global Management",Seed,57000,2021-07-21,2021,7,Proptech,Seed/Angel,Bengaluru,Proptech,Proptech
ShareChat,AgriTech,Smart Farming,Ahmedabad,"Prosus Ventures, Tiger Global Management, Zodius Capital",Series A,4680000,2021-06-12,2021,6,Agritech,Series A,Ahmedabad,Agritech,Agritech
NimbusWorks,AgriTech,Supply Chain,Hyderabad,SoftBank Vision Fund,Seed,833000,2020-04-29,2020,4,Agritech,Seed/Angel,Hyderabad,Agritech,Agritech
HyperSpace,FinTech,WealthTech,Pune,Tiger Global,Pre-Series A,753000,2025-02-10,2025,2,Fintech,Seed/Angel,Pune,Fintech,Fintech
Cars24,Mobility,Micro Mobility,Mumbai,"Accel, Blume Ventures, Ventures India",Series A,2525000,2024-04-18,2024,4,EV/Cleantech,Series A,Mumbai,EV/Cleantech,EV/Cleantech
AgriSense,Enterprise,Automation,Hyderabad,"Falcon Edge, Y Combinator",Seed,1034000,2023-11-30,2023,11,SaaS/Enterprise,Seed/Angel,Hyderabad,SaaS/Enterprise,SaaS/Enterprise
SmartCare_770,Mobility,EV,Pune,LCatterton,Series C,26986000,2022-04-23,2022,4,EV/Cleantech,Series C,Pune,EV/Cleantech,EV/Cleantech
BharatPe,E-commerce,Marketplace,Delhi,Bessemer Venture Partners,Series A,9897000,2024-08-30,2024,8,Ecommerce/D2C,Series A,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Porter,FoodTech,Food Delivery,Mumbai,Mirae Asset,Seed,80000,2020-09-25,2020,9,Foodtech,Seed/Angel,Mumbai,Foodtech,Foodtech
FreshTech,HealthTech,Health Analytics,Ahmedabad,Blume Ventures,Series A,2933000,2025-06-09,2025,6,Healthtech,Series A,Ahmedabad,Healthtech,Healthtech
Oyo,FinTech,Payments,Gurugram,Prosus Ventures,Seed,947000,2023-11-22,2023,11,Fintech,Seed/Angel,Delhi/NCR,Fintech,Fintech
BigBasket,HealthTech,Diagnostics,Delhi,"Accel, Sequoia Capital India, Ventures India",Debt,254000,2022-05-20,2022,5,Healthtech,Debt,Delhi/NCR,Healthtech,Healthtech
AgriHive,FinTech,Lending,Mumbai,"Mirae Asset, Omidyar Network",Pre-Seed,34000,2023-09-13,2023,9,Fintech,Seed/Angel,Mumbai,Fintech,Fintech
AutoStack_777,Logistics,Fleet Management,Bengaluru,LCatterton,Series C,141405000,2024-05-21,2024,5,Logistics,Series C,Bengaluru,Logistics,Logistics
CoreFlow,EdTech,K12,Pune,"Peak XV, Y Combinator",Pre-Seed,105000,2020-10-25,2020,10,Edtech,Seed/Angel,Pune,Edtech,Edtech
BharatPe,Enterprise,Automation,Ahmedabad,Accel,Seed,532000,2023-03-13,2023,3,SaaS/Enterprise,Seed/Angel,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
UrbanStack,Media,Social,Hyderabad,"Kedaara Capital, Sequoia Capital India",Seed,647000,2024-03-24,2024,3,Other,Seed/Angel,Hyderabad,Other,Other
Meesho,Mobility,Micro Mobility,Kolkata,Info Edge,Pre-Series A,349000,2023-04-22,2023,4,EV/Cleantech,Seed/Angel,Kolkata,EV/Cleantech,EV/Cleantech
AeroStack,SaaS,MarTech,Chennai,"Accel, Tiger Global Management",Seed,127000,2021-04-11,2021,4,SaaS/Enterprise,Seed/Angel,Chennai,SaaS/Enterprise,SaaS/Enterprise
NeoTech,Mobility,Ride Sharing,Kolkata,A91 Partners,Series C,51004000,2023-12-14,2023,12,EV/Cleantech,Series C,Kolkata,EV/Cleantech,EV/Cleantech
Razorpay,E-commerce,D2C,Kolkata,"Omidyar Network, SoftBank Vision Fund",Seed,98000,2021-08-03,2021,8,Ecommerce/D2C,Seed/Angel,Kolkata,Ecommerce/D2C,Ecommerce/D2C
Ola,EdTech,Coding Bootcamp,Hyderabad,IFC,Debt,28306000,2022-05-26,2022,5,Edtech,Debt,Hyderabad,Edtech,Edtech
FarmBox,SaaS,DevTools,Bengaluru,"Accel, Info Edge, Prosus Ventures",Debt,3755000,2022-10-03,2022,10,SaaS/Enterprise,Debt,Bengaluru,SaaS/Enterprise,SaaS/Enterprise
WorkFit,FoodTech,Food Delivery,Ahmedabad,Tiger Global,Bridge,219000,2024-02-27,2024,2,Foodtech,Undisclosed,Ahmedabad,Foodtech,Foodtech
BlueRise,AgriTech,Smart Farming,Mumbai,"Mirae Asset, Ventures India",Seed,275000,2022-05-19,2022,5,Agritech,Seed/Angel,Mumbai,Agritech,Agritech
SkillFlow,Retail,Fashion,Chennai,"Peak XV, Tiger Global Management",Pre-Series A,886000,2023-09-27,2023,9,Ecommerce/D2C,Seed/Angel,Chennai,Ecommerce/D2C,Ecommerce/D2C
QuantumSolutions,Consumer Electronics,Audio,Mumbai,Ribbit Capital,Seed,88000,2022-10-15,2022,10,Other,Seed/Angel,Mumbai,Other,Other
HyperSpace_791,Media,Social,Mumbai,Y Combinator,Series A,4892000,2020-02-24,2020,2,Other,Series A,Mumbai,Other,Other
NeoSense,AgriTech,Marketplace,Mumbai,"Bessemer Venture Partners, Ventures India",Series C,78705000,2023-09-15,2023,9,Agritech,Series C,Mumbai,Agritech,Agritech
CloudPay,Consumer Electronics,Wearables,Noida,"A91 Partners, Peak XV",Seed,477000,2021-12-04,2021,12,SaaS,Seed/Angel,Delhi/NCR,SaaS,Other
GreenMart,E-commerce,Fashion,Kolkata,"Info Edge, Sequoia Capital India",Seed,53000,2022-02-09,2022,2,Ecommerce/D2C,Seed/Angel,Kolkata,Ecommerce/D2C,Ecommerce/D2C
Oyo,Media,Social,Kolkata,"A91 Partners, Kalaari Capital, Ventures India",Series A,10610000,2021-10-01,2021,10,Other,Series A,Kolkata,Other,Other
NeoLabs,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Series A,12481000,2023-02-25,2023,2,Proptech,Series A,Ahmedabad,Proptech,Proptech
DriveFit,AgriTech,Smart Farming,Ahmedabad,SoftBank Vision Fund,Series B,23958000,2024-04-18,2024,4,Agritech,Series B,Ahmedabad,Agritech,Agritech
ClearTax,AgriTech,Supply Chain,Delhi,"Omidyar Network, Ribbit Capital, Ventures India",Series D,248669000,2021-12-15,2021,12,Agritech,Late Stage,Delhi/NCR,Agritech,Agritech
QuantumAnalytics,SaaS,HRTech,Chennai,Matrix Partners India,Pre-Series A,837000,2023-09-16,2023,9,SaaS/Enterprise,Seed/Angel,Chennai,SaaS/Enterprise,SaaS/Enterprise
FreshTech,Media,Social,Hyderabad,Falcon Edge,Seed,679000,2020-12-13,2020,12,Other,Seed/Angel,Hyderabad,Other,Other
GrowthConnect,Enterprise,Security,Ahmedabad,Sequoia Capital India,Series A,1511000,2022-05-12,2022,5,SaaS/Enterprise,Series A,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
CoreSpace,SaaS,MarTech,Ahmedabad,Zodius Capital,Pre-Series A,377000,2023-03-18,2023,3,SaaS/Enterprise,Seed/Angel,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
Practo,Media,Streaming,Gurugram,"Omidyar Network, SoftBank Vision Fund, Y Combinator",Seed,469000,2022-10-26,2022,10,Other,Seed/Angel,Delhi/NCR,Other,Other
DriveEdge,RealEstate,PropTech,Noida,Elevation Capital,Seed,239000,2021-06-27,2021,6,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
FoodFit,AgriTech,Marketplace,Mumbai,Omidyar Network,Series B,38525000,2023-03-30,2023,3,Agritech,Series B,Mumbai,Agritech,Agritech
SkillFlow_806,Retail,Fashion,Kolkata,Ribbit Capital,Pre-Series A,860000,2021-12-12,2021,12,Ecommerce/D2C,Seed/Angel,Kolkata,Ecommerce/D2C,Ecommerce/D2C
Oyo,Mobility,EV,Chennai,Kalaari Capital,Series B,65083000,2021-10-03,2021,10,EV/Cleantech,Series B,Chennai,EV/Cleantech,EV/Cleantech
AutoStack,Consumer Electronics,Smart Home,Noida,"A91 Partners, IFC, Kedaara Capital",Seed,264000,2020-02-08,2020,2,Other,Seed/Angel,Delhi/NCR,Other,Other
Meesho,RealEstate,Rental Tech,Kolkata,"IFC, Zodius Capital",Seed,76000,2023-07-30,2023,7,Proptech,Seed/Angel,Kolkata,Proptech,Proptech
DriveEdge,Media,Streaming,Bengaluru,Nexus Venture Partners,Series A,14397000,2022-01-16,2022,1,Other,Series A,Bengaluru,Other,Other
Delhivery,Enterprise,Security,Chennai,Ribbit Capital,Seed,1104000,2024-08-27,2024,8,SaaS/Enterprise,Seed/Angel,Chennai,SaaS/Enterprise,SaaS/Enterprise
Flipkart,Logistics,Supply Chain,Delhi,Kalaari Capital,Seed,79000,2023-05-16,2023,5,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
Porter,HealthTech,Diagnostics,Bengaluru,Mirae Asset,Seed,1494000,2024-08-21,2024,8,Healthtech,Seed/Angel,Bengaluru,Healthtech,Healthtech
DriveEdge,FinTech,Lending,Delhi,Bessemer Venture Partners,Seed,1238000,2020-02-29,2020,2,Fintech,Seed/Angel,Delhi/NCR,Fintech,Fintech
QuantumSolutions,HealthTech,Telemedicine,Kolkata,SoftBank Vision Fund,Series C,81514000,2020-04-23,2020,4,Healthtech,Series C,Kolkata,Healthtech,Healthtech
Delhivery,Enterprise,Analytics,Chennai,"Kalaari Capital, LCatterton, Zodius Capital",Angel,29000,2023-10-07,2023,10,SaaS/Enterprise,Seed/Angel,Chennai,SaaS/Enterprise,SaaS/Enterprise
FinSense,AgriTech,Marketplace,Noida,"Peak XV, Zodius Capital",Angel,17000,2022-12-04,2022,12,Agritech,Seed/Angel,Delhi/NCR,Agritech,Agritech
AutoStack,E-commerce,Marketplace,Ahmedabad,SoftBank Vision Fund,Seed,61000,2024-07-10,2024,7,Ecommerce/D2C,Seed/Angel,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
UrbanDrive,Media,Social,Chennai,Lightspeed India,Seed,172000,2020-08-06,2020,8,Other,Seed/Angel,Chennai,Other,Other
SkillSolutions,Logistics,Fleet Management,Bengaluru,"Info Edge, Peak XV, SoftBank Vision Fund",Series A,8795000,2022-02-06,2022,2,Logistics,Series A,Bengaluru,Logistics,Logistics
LogiMart,Retail,E-Retail,Pune,Sequoia Capital India,Series A,1013000,2022-01-23,2022,1,Ecommerce/D2C,Series A,Pune,Ecommerce/D2C,Ecommerce/D2C
GreenMart,RealEstate,PropTech,Gurugram,Ribbit Capital,Seed,171000,2022-02-26,2022,2,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
ShareChat,Retail,Fashion,Mumbai,"Kalaari Capital, LCatterton",Series A,2940000,2021-04-29,2021,4,Ecommerce/D2C,Series A,Mumbai,Ecommerce/D2C,Ecommerce/D2C
DriveFit,Logistics,Supply Chain,Mumbai,Elevation Capital,Angel,25000,2024-03-29,2024,3,Logistics,Seed/Angel,Mumbai,Logistics,Logistics
BharatPe,Consumer Electronics,Smart Home,Pune,"IFC, Kalaari Capital, Sequoia Capital India",Growth,566555000,2024-04-19,2024,4,Other,Late Stage,Pune,Other,Other
NeoLabs,FoodTech,Food Delivery,Chennai,Zodius Capital,Growth,124717000,2024-08-06,2024,8,Foodtech,Late Stage,Chennai,Foodtech,Foodtech
Swiggy,Mobility,Ride Sharing,Pune,"Info Edge, Ventures India",Pre-Series A,222000,2024-02-02,2024,2,EV/Cleantech,Seed/Angel,Pune,EV/Cleantech,EV/Cleantech
ClearTax,Retail,E-Retail,Delhi,"Kalaari Capital, Nexus Venture Partners, Ribbit Capital",Series B,38638000,2024-06-08,2024,6,Ecommerce/D2C,Series B,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
HyperLabs,E-commerce,Marketplace,Gurugram,"IFC, Prosus Ventures, Ventures India",Series A,3403000,2025-06-08,2025,6,Ecommerce/D2C,Series A,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
FoodLoop,Enterprise,Automation,Delhi,"Bessemer Venture Partners, Zodius Capital",Seed,114000,2023-11-08,2023,11,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
BlueRise,SaaS,DevTools,Chennai,"Lightspeed India, Peak XV",Growth,165015000,2025-04-18,2025,4,SaaS/Enterprise,Late Stage,Chennai,SaaS/Enterprise,SaaS/Enterprise
HomeFoods,Consumer Electronics,Audio,Hyderabad,Kalaari Capital,Series B,7389000,2020-12-11,2020,12,FoodTech,Series B,Hyderabad,FoodTech,Other
DriveLoop,HealthTech,Telemedicine,Pune,Sequoia Capital India,Seed,96000,2023-03-07,2023,3,Healthtech,Seed/Angel,Pune,Healthtech,Healthtech
DriveEdge,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,314000,2024-01-01,2024,1,Other,Seed/Angel,Kolkata,Other,Other
NextStack,Consumer Electronics,Wearables,Delhi,"Lightspeed India, Zodius Capital",Series A,3110000,2021-02-27,2021,2,Other,Series A,Delhi/NCR,Other,Other
FinFoods,FoodTech,Cloud Kitchen,Bengaluru,Ribbit Capital,Seed,1461000,2021-06-20,2021,6,Foodtech,Seed/Angel,Bengaluru,Foodtech,Foodtech
LogiMart,RealEstate,Rental Tech,Kolkata,IFC,Seed,190000,2022-08-18,2022,8,Proptech,Seed/Angel,Kolkata,Proptech,Proptech
AutoMart,Media,Content,Chennai,Accel,Series B,25007000,2021-06-08,2021,6,Other,Series B,Chennai,Other,Other
HealthWorks_839,EdTech,Coding Bootcamp,Pune,"Omidyar Network, Tiger Global Management, Ventures India",Debt,5087000,2025-04-07,2025,4,Edtech,Debt,Pune,Edtech,Edtech
FarmFit_840,Mobility,Micro Mobility,Chennai,"A91 Partners, Tiger Global Management, Y Combinator",Seed,52000,2022-03-19,2022,3,EV/Cleantech,Seed/Angel,Chennai,EV/Cleantech,EV/Cleantech
EduTech,Mobility,EV,Pune,SoftBank Vision Fund,Growth,288051000,2020-09-27,2020,9,EV/Cleantech,Late Stage,Pune,EV/Cleantech,EV/Cleantech
Paytm,HealthTech,Pharmacy,Mumbai,Mirae Asset,Seed,96000,2025-06-27,2025,6,Healthtech,Seed/Angel,Mumbai,Healthtech,Healthtech
QuantumSolutions,FoodTech,Food Delivery,Hyderabad,Falcon Edge,Series A,13499000,2024-04-08,2024,4,Foodtech,Series A,Hyderabad,Foodtech,Foodtech
DriveEdge,SaaS,MarTech,Delhi,"Blume Ventures, Info Edge, Ribbit Capital",Series A,1496000,2025-03-05,2025,3,SaaS/Enterprise,Series A,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
Udaan,EdTech,K12,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series A,3074000,2020-11-30,2020,11,Edtech,Series A,Bengaluru,Edtech,Edtech
NimbusLabs_846,SaaS,MarTech,Kolkata,"Accel, IFC, Nexus Venture Partners",Series A,1260000,2024-09-28,2024,9,SaaS/Enterprise,Series A,Kolkata,SaaS/Enterprise,SaaS/Enterprise
HealthAnalytics,HealthTech,Pharmacy,Ahmedabad,Omidyar Network,Angel,99000,2023-04-14,2023,4,Healthtech,Seed/Angel,Ahmedabad,Healthtech,Healthtech
MediHive,AgriTech,Supply Chain,Chennai,"LCatterton, Prosus Ventures",Angel,23000,2021-05-19,2021,5,Agritech,Seed/Angel,Chennai,Agritech,Agritech
GrowthFlow,RealEstate,PropTech,Chennai,Zodius Capital,Pre-Series A,394000,2025-03-17,2025,3,Proptech,Seed/Angel,Chennai,Proptech,Proptech
HyperLoop_850,Consumer Electronics,Smart Home,Kolkata,Omidyar Network,Series A,1199000,2025-05-10,2025,5,Other,Series A,Kolkata,Other,Other
MediHive,FinTech,NeoBank,Kolkata,"Bessemer Venture Partners, LCatterton, Nexus Venture Partners",Seed,795000,2024-02-07,2024,2,Fintech,Seed/Angel,Kolkata,Fintech,Fintech
Postman,Retail,Fashion,Hyderabad,"Peak XV, Tiger Global, Y Combinator",Seed,108000,2020-04-23,2020,4,Ecommerce/D2C,Seed/Angel,Hyderabad,Ecommerce/D2C,Ecommerce/D2C
FoodFit,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Pre-Seed,158000,2021-03-02,2021,3,Edtech,Seed/Angel,Mumbai,Edtech,Edtech
CoreConnect,Retail,Fashion,Delhi,"LCatterton, Ventures India",Seed,107000,2022-10-02,2022,10,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
LogiSense,E-commerce,D2C,Noida,"A91 Partners, Mirae Asset",Seed,101000,2022-07-01,2022,7,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Innovaccer,E-commerce,Fashion,Pune,"Info Edge, SoftBank Vision Fund, Tiger Global",Series A,1104000,2022-06-08,2022,6,Ecommerce/D2C,Series A,Pune,Ecommerce/D2C,Ecommerce/D2C
SmartMart,RealEstate,Rental Tech,Delhi,"Accel, Mirae Asset, Ribbit Capital",Angel,21000,2022-12-15,2022,12,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
HealthRise,Consumer Electronics,Wearables,Delhi,Zodius Capital,Debt,3346000,2023-11-02,2023,11,Healthcare,Debt,Delhi/NCR,Healthcare,Other
DriveLoop,FinTech,NeoBank,Mumbai,Falcon Edge,Angel,6000,2022-11-17,2022,11,Fintech,Seed/Angel,Mumbai,Fintech,Fintech
Flipkart,E-commerce,Fashion,Ahmedabad,Omidyar Network,Series C,163351000,2021-12-28,2021,12,Ecommerce/D2C,Series C,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
AeroAnalytics_861,Media,Streaming,Kolkata,"Kalaari Capital, Tiger Global",Seed,266000,2021-01-08,2021,1,Other,Seed/Angel,Kolkata,Other,Other
Delhivery,SaaS,MarTech,Kolkata,Tiger Global Management,Series A,4137000,2021-06-26,2021,6,SaaS/Enterprise,Series A,Kolkata,SaaS/Enterprise,SaaS/Enterprise
DataEdge,E-commerce,Grocery,Hyderabad,"Falcon Edge, Sequoia Capital India",Growth,160008000,2020-08-05,2020,8,Ecommerce/D2C,Late Stage,Hyderabad,Ecommerce/D2C,Ecommerce/D2C
Porter,FinTech,Lending,Kolkata,"Mirae Asset, Omidyar Network, Tiger Global Management",Series A,2960000,2022-04-09,2022,4,Fintech,Series A,Kolkata,Fintech,Fintech
ShareChat,Media,Streaming,Chennai,Nexus Venture Partners,Series C,91037000,2020-06-28,2020,6,Other,Series C,Chennai,Other,Other
FinFoods,FinTech,Lending,Bengaluru,Ribbit Capital,Seed,89000,2023-08-21,2023,8,Fintech,Seed/Angel,Bengaluru,Fintech,Fintech
DriveEdge,Enterprise,Automation,Gurugram,"Kalaari Capital, Nexus Venture Partners",Seed,98000,2024-04-25,2024,4,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
Porter,HealthTech,Diagnostics,Kolkata,IFC,Bridge,1201000,2022-08-23,2022,8,Healthtech,Undisclosed,Kolkata,Healthtech,Healthtech
HomeMart,AgriTech,Smart Farming,Bengaluru,"IFC, Info Edge, Kalaari Capital",Seed,1639000,2020-07-29,2020,7,Agritech,Seed/Angel,Bengaluru,Agritech,Agritech
NimbusLabs,AgriTech,Marketplace,Noida,"Falcon Edge, Kalaari Capital",Debt,1018000,2020-03-16,2020,3,Agritech,Debt,Delhi/NCR,Agritech,Agritech
Myntra,EdTech,Test Prep,Noida,A91 Partners,Pre-Seed,37000,2023-03-26,2023,3,Edtech,Seed/Angel,Delhi/NCR,Edtech,Edtech
NextStack,FoodTech,Food Delivery,Mumbai,"Kedaara Capital, Sequoia Capital India, Y Combinator",Series A,5720000,2025-04-06,2025,4,Foodtech,Series A,Mumbai,Foodtech,Foodtech
SmartTech,Consumer Electronics,Wearables,Kolkata,"LCatterton, SoftBank Vision Fund",Seed,226000,2021-03-25,2021,3,Other,Seed/Angel,Kolkata,Other,Other
InMobi,HealthTech,Pharmacy,Chennai,"Mirae Asset, Ribbit Capital, Y Combinator",Bridge,55000,2024-09-02,2024,9,Healthtech,Undisclosed,Chennai,Healthtech,Healthtech
BharatPe,AgriTech,Supply Chain,Hyderabad,"Blume Ventures, Mirae Asset",Series B,7709000,2020-06-25,2020,6,Agritech,Series B,Hyderabad,Agritech,Agritech
NeoLabs,FoodTech,Food Delivery,Hyderabad,Tiger Global Management,Seed,701000,2023-02-14,2023,2,Foodtech,Seed/Angel,Hyderabad,Foodtech,Foodtech
Licious,Logistics,Supply Chain,Delhi,"Sequoia Capital India, Tiger Global",Seed,568000,2024-10-26,2024,10,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
Paytm,E-commerce,Grocery,Gurugram,"Matrix Partners India, SoftBank Vision Fund",Seed,55000,2021-04-03,2021,4,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
AgriFit,Retail,Fashion,Hyderabad,"Accel, IFC, Omidyar Network",Angel,10000,2024-10-13,2024,10,Ecommerce/D2C,Seed/Angel,Hyderabad,Ecommerce/D2C,Ecommerce/D2C
Postman,Consumer Electronics,Wearables,Mumbai,"IFC, Omidyar Network",Bridge,117000,2024-05-19,2024,5,Other,Undisclosed,Mumbai,Other,Other
Zomato,Enterprise,Automation,Bengaluru,"Lightspeed India, Nexus Venture Partners, Y Combinator",Series A,6169000,2020-12-08,2020,12,SaaS/Enterprise,Series A,Bengaluru,SaaS/Enterprise,SaaS/Enterprise
Cars24,Media,Content,Noida,Blume Ventures,Series A,1055000,2024-11-17,2024,11,Other,Series A,Delhi/NCR,Other,Other
Mobikwik,SaaS,DevTools,Mumbai,"Sequoia Capital India, Ventures India",Series D,63545000,2022-06-18,2022,6,SaaS/Enterprise,Late Stage,Mumbai,SaaS/Enterprise,SaaS/Enterprise
FarmBox,Mobility,Ride Sharing,Mumbai,"Prosus Ventures, Y Combinator",Seed,956000,2024-01-04,2024,1,EV/Cleantech,Seed/Angel,Mumbai,EV/Cleantech,EV/Cleantech
WorkPay,Mobility,EV,Gurugram,LCatterton,Seed,97000,2022-05-28,2022,5,EV/Cleantech,Seed/Angel,Delhi/NCR,EV/Cleantech,EV/Cleantech
ShareChat,FinTech,InsurTech,Delhi,"Accel, Peak XV",Series C,117144000,2024-01-09,2024,1,Fintech,Series C,Delhi/NCR,Fintech,Fintech
HyperLabs,Retail,E-Retail,Chennai,Prosus Ventures,Seed,120000,2024-04-03,2024,4,Ecommerce/D2C,Seed/Angel,Chennai,Ecommerce/D2C,Ecommerce/D2C
WorkPay,FinTech,NeoBank,Hyderabad,"IFC, Kedaara Capital",Pre-Series A,126000,2024-12-19,2024,12,Fintech,Seed/Angel,Hyderabad,Fintech,Fintech
HyperLabs,FinTech,WealthTech,Noida,"Kalaari Capital, LCatterton, Ribbit Capital",Series A,1932000,2020-10-27,2020,10,Fintech,Series A,Delhi/NCR,Fintech,Fintech
Ola,Media,Content,Chennai,Accel,Series C,141411000,2024-12-09,2024,12,Transportation,Series C,Chennai,Transportation,Other
WorkStack,Media,Streaming,Delhi,Lightspeed India,Series A,10148000,2023-01-12,2023,1,Other,Series A,Delhi/NCR,Other,Other
FreshTech,Retail,Fashion,Delhi,"Matrix Partners India, Omidyar Network",Pre-Seed,135000,2024-12-28,2024,12,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Oyo,Media,Content,Noida,Matrix Partners India,Seed,216000,2020-05-02,2020,5,Other,Seed/Angel,Delhi/NCR,Other,Other
ClearDekho,SaaS,B2B SaaS,Bengaluru,Info Edge,Series C,122112000,2025-04-11,2025,4,SaaS/Enterprise,Series C,Bengaluru,SaaS/Enterprise,SaaS/Enterprise
MediHive,EdTech,K12,Pune,"A91 Partners, Nexus Venture Partners, Y Combinator",Seed,107000,2023-09-27,2023,9,Edtech,Seed/Angel,Pune,Edtech,Edtech
LogiMart,Mobility,Micro Mobility,Gurugram,"Accel, Kedaara Capital",Series C,44238000,2022-01-09,2022,1,EV/Cleantech,Series C,Delhi/NCR,EV/Cleantech,EV/Cleantech
Flipkart,E-commerce,Quick Commerce,Bengaluru,"Accel, Lightspeed India",Pre-Series A,788000,2020-09-23,2020,9,Ecommerce/D2C,Seed/Angel,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
CoreConnect,Mobility,EV,Hyderabad,"Prosus Ventures, Tiger Global Management",Series A,1036000,2023-07-27,2023,7,EV/Cleantech,Series A,Hyderabad,EV/Cleantech,EV/Cleantech
NeoLabs,FoodTech,Cloud Kitchen,Delhi,"Falcon Edge, Info Edge, Tiger Global Management",Series A,1261000,2022-09-19,2022,9,Foodtech,Series A,Delhi/NCR,Foodtech,Foodtech
Housejoy,Media,Social,Kolkata,Peak XV,Series A,1756000,2024-03-08,2024,3,Other,Series A,Kolkata,Other,Other
Nykaa,E-commerce,Grocery,Chennai,"Elevation Capital, Falcon Edge",Seed,55000,2022-01-26,2022,1,Ecommerce/D2C,Seed/Angel,Chennai,Ecommerce/D2C,Ecommerce/D2C
Housejoy,SaaS,HRTech,Pune,Bessemer Venture Partners,Seed,98000,2022-09-22,2022,9,SaaS/Enterprise,Seed/Angel,Pune,SaaS/Enterprise,SaaS/Enterprise
SmartCare,FoodTech,Cloud Kitchen,Hyderabad,Zodius Capital,Private Equity,382861000,2021-03-17,2021,3,Foodtech,Late Stage,Hyderabad,Foodtech,Foodtech
NeoLabs_904,Mobility,EV,Mumbai,A91 Partners,Growth,152047000,2022-05-05,2022,5,EV/Cleantech,Late Stage,Mumbai,EV/Cleantech,EV/Cleantech
BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,"Ribbit Capital, Ventures India",Seed,1346000,2020-10-10,2020,10,Other,Seed/Angel,Ahmedabad,Other,Other
EduMart,Media,Content,Mumbai,"Kalaari Capital, Matrix Partners India",Series C,182986000,2023-09-22,2023,9,Other,Series C,Mumbai,Other,Other
AutoMart,FinTech,InsurTech,Hyderabad,Kedaara Capital,Series B,12899000,2024-11-08,2024,11,Fintech,Series B,Hyderabad,Fintech,Fintech
FreshTech,E-commerce,Grocery,Mumbai,"A91 Partners, Tiger Global",Seed,130000,2023-06-21,2023,6,Ecommerce/D2C,Seed/Angel,Mumbai,Ecommerce/D2C,Ecommerce/D2C
FinFoods,Mobility,Ride Sharing,Mumbai,Tiger Global Management,Series B,14327000,2022-12-25,2022,12,EV/Cleantech,Series B,Mumbai,EV/Cleantech,EV/Cleantech
SkillSolutions,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Series C,98917000,2023-05-27,2023,5,Edtech,Series C,Mumbai,Edtech,Edtech
FarmFit,FinTech,WealthTech,Chennai,"Matrix Partners India, SoftBank Vision Fund",Seed,134000,2020-02-19,2020,2,Fintech,Seed/Angel,Chennai,Fintech,Fintech
Porter,E-commerce,Grocery,Delhi,Ventures India,Seed,500000,2021-01-09,2021,1,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
